,Index,Highest Charting Position,Number of Times Charted,Week of Highest Charting,Song Name,Streams,Artist,Artist Followers,Song ID,Genre,Release Date,Weeks Charted,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Duration (ms),Valence,Chord,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,title,artist
240,241,40,2,2021-06-25--2021-07-02,JUGGERNAUT (feat. Lil Uzi Vert & Pharrell Williams),"5,392,334","Tyler, The Creator",6777818,7z4xW9WY86uH3gd1V9pfCM,"['hip hop', 'rap']",2021-06-25,"2021-07-02--2021-07-09
2021-06-25--2021-07-02",80,0.827,0.571,-7.949,0.366,0.0195,0.166,142.034,146419,0.62,B,0.827,0.571,11,-7.949,1,0.366,0.0195,0.0,0.166,0.62,142.034,audio_features,7z4xW9WY86uH3gd1V9pfCM,spotify:track:7z4xW9WY86uH3gd1V9pfCM,https://api.spotify.com/v1/tracks/7z4xW9WY86uH3gd1V9pfCM,https://api.spotify.com/v1/audio-analysis/7z4xW9WY86uH3gd1V9pfCM,146419,4,JUGGERNAUT (feat. Lil Uzi Vert & Pharrell Williams),"Tyler, The Creator"
241,242,152,2,2021-06-25--2021-07-02,All Eyes On Me,"5,347,263",Bo Burnham,1042079,3rV5y8rcQrwRt9fWGLmjOQ,['comic'],2021-06-10,"2021-07-02--2021-07-09
2021-06-25--2021-07-02",81,0.352,0.424,-10.131,0.0394,0.733,0.0664,127.047,302951,0.141,F#/Gb,0.352,0.424,6,-10.131,1,0.0394,0.733,2.3e-05,0.0664,0.141,127.047,audio_features,3rV5y8rcQrwRt9fWGLmjOQ,spotify:track:3rV5y8rcQrwRt9fWGLmjOQ,https://api.spotify.com/v1/tracks/3rV5y8rcQrwRt9fWGLmjOQ,https://api.spotify.com/v1/audio-analysis/3rV5y8rcQrwRt9fWGLmjOQ,302951,4,All Eyes On Me,Bo Burnham
242,243,101,3,2021-04-30--2021-05-07,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),"5,321,544",DJ Khaled,6278835,1EJIcDYXwSqipW5dFe4uJz,"['hip hop', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2021-04-30,"2021-07-02--2021-07-09
2021-05-07--2021-05-14
2021-04-30--2021-05-07",83,0.477,0.727,-4.053,0.286,0.000866,0.108,150.062,236524,0.227,D,0.477,0.727,2,-4.053,1,0.286,0.000866,0.0,0.108,0.227,150.062,audio_features,1EJIcDYXwSqipW5dFe4uJz,spotify:track:1EJIcDYXwSqipW5dFe4uJz,https://api.spotify.com/v1/tracks/1EJIcDYXwSqipW5dFe4uJz,https://api.spotify.com/v1/audio-analysis/1EJIcDYXwSqipW5dFe4uJz,236524,4,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),DJ Khaled
243,244,72,10,2021-05-14--2021-05-21,Dick (feat. Doja Cat),"5,258,628",StarBoi3,17202,3nY8AqaMNNHHLYV4380ol0,[],2021-04-23,"2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07",83,0.647,0.608,-6.831,0.42,0.13,0.0584,125.994,175238,0.474,A,0.647,0.608,9,-6.831,1,0.42,0.13,0.0,0.0584,0.474,125.994,audio_features,3nY8AqaMNNHHLYV4380ol0,spotify:track:3nY8AqaMNNHHLYV4380ol0,https://api.spotify.com/v1/tracks/3nY8AqaMNNHHLYV4380ol0,https://api.spotify.com/v1/audio-analysis/3nY8AqaMNNHHLYV4380ol0,175238,4,Dick (feat. Doja Cat),StarBoi3
244,245,25,4,2021-06-11--2021-06-18,Solar Power,"5,234,112",Lorde,8083566,3KdoeNlEN0BoAKWzaRLNZa,"['art pop', 'dance pop', 'electropop', 'metropopolis', 'nz pop', 'pop', 'post-teen pop']",2021-06-10,"2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18",81,0.735,0.47,-9.405,0.1,0.266,0.32,87.971,192621,0.897,E,0.735,0.47,4,-9.405,1,0.1,0.266,0.000105,0.32,0.897,87.971,audio_features,3KdoeNlEN0BoAKWzaRLNZa,spotify:track:3KdoeNlEN0BoAKWzaRLNZa,https://api.spotify.com/v1/tracks/3KdoeNlEN0BoAKWzaRLNZa,https://api.spotify.com/v1/audio-analysis/3KdoeNlEN0BoAKWzaRLNZa,192621,4,Solar Power,Lorde
245,246,4,10,2021-04-30--2021-05-07,Your Power,"5,135,380",Billie Eilish,47014200,042Sl6Mn83JHyLEqdK7uI0,"['electropop', 'pop']",2021-07-30,"2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07",81,0.632,0.284,-14.025,0.0801,0.932,0.233,129.642,245897,0.208,A,0.634,0.285,9,-14.007,0,0.0807,0.937,0.000359,0.232,0.203,129.65,audio_features,5qNh5WtzMbfpSj2jLlBkoD,spotify:track:5qNh5WtzMbfpSj2jLlBkoD,https://api.spotify.com/v1/tracks/5qNh5WtzMbfpSj2jLlBkoD,https://api.spotify.com/v1/audio-analysis/5qNh5WtzMbfpSj2jLlBkoD,245897,4,Your Power,Billie Eilish
246,247,189,1,2021-07-02--2021-07-09,Lieben wir,"5,029,898",Shirin David,558345,49gzU1IS1B6P3GATSZ5eCE,"['frauenrap', 'german hip hop', 'german pop']",2021-07-01,2021-07-02--2021-07-09,77,0.871,0.669,-7.62,0.329,0.0113,0.0795,95.939,155363,0.806,A#/Bb,0.871,0.669,10,-7.62,0,0.329,0.0113,2.9e-06,0.0795,0.806,95.939,audio_features,49gzU1IS1B6P3GATSZ5eCE,spotify:track:49gzU1IS1B6P3GATSZ5eCE,https://api.spotify.com/v1/tracks/49gzU1IS1B6P3GATSZ5eCE,https://api.spotify.com/v1/audio-analysis/49gzU1IS1B6P3GATSZ5eCE,155363,4,Lieben wir,Shirin David
247,248,8,37,2021-02-05--2021-02-12,Whoopty,"5,013,017",CJ,180454,5vGLcdRuSbUhD8ScwsGSdA,['nyc rap'],2020-08-20,"2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07
2021-04-23--2021-04-30
2021-04-16--2021-04-23
2021-04-09--2021-04-16
2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-25--2021-01-01
2020-12-18--2020-12-25
2020-12-11--2020-12-18
2020-12-04--2020-12-11
2020-11-27--2020-12-04
2020-11-20--2020-11-27
2020-11-13--2020-11-20
2020-11-06--2020-11-13
2020-10-30--2020-11-06
2020-10-23--2020-10-30",81,0.719,0.648,-7.6,0.125,0.2,0.127,140.201,123263,0.66,D#/Eb,0.719,0.648,3,-7.6,0,0.125,0.2,0.0,0.127,0.66,140.201,audio_features,1t9WgS8FN0534tLBRwbaxO,spotify:track:1t9WgS8FN0534tLBRwbaxO,https://api.spotify.com/v1/tracks/1t9WgS8FN0534tLBRwbaxO,https://api.spotify.com/v1/audio-analysis/1t9WgS8FN0534tLBRwbaxO,123263,4,Whoopty,CJ
248,249,55,17,2021-04-16--2021-04-23,Batom de Cereja - Ao Vivo,"5,011,753",Israel & Rodolffo,1097789,2MZQAvsA7aZDssppBLRxYp,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",2021-01-29,"2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07
2021-04-23--2021-04-30
2021-04-16--2021-04-23
2021-04-09--2021-04-16
2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19",83,0.606,0.908,-6.201,0.0565,0.556,0.19,171.966,140942,0.798,F#/Gb,0.606,0.908,6,-6.201,0,0.0565,0.556,0.0,0.19,0.798,171.966,audio_features,2MZQAvsA7aZDssppBLRxYp,spotify:track:2MZQAvsA7aZDssppBLRxYp,https://api.spotify.com/v1/tracks/2MZQAvsA7aZDssppBLRxYp,https://api.spotify.com/v1/audio-analysis/2MZQAvsA7aZDssppBLRxYp,140942,4,Batom de Cereja - Ao Vivo,Israel & Rodolffo
249,250,11,33,2020-11-20--2020-11-27,Prisoner (feat. Dua Lipa),"5,005,018",Miley Cyrus,15770302,5JqZ3oqF00jkT81foAFvqg,"['dance pop', 'pop', 'post-teen pop']",2020-11-20,"2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07
2021-04-23--2021-04-30
2021-04-16--2021-04-23
2021-04-09--2021-04-16
2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-25--2021-01-01
2020-12-18--2020-12-25
2020-12-11--2020-12-18
2020-12-04--2020-12-11
2020-11-27--2020-12-04
2020-11-20--2020-11-27",79,0.781,0.67,-3.912,0.0452,0.0103,0.0761,127.99,169333,0.595,D#/Eb,0.781,0.67,3,-3.912,0,0.0452,0.0103,0.0,0.0761,0.595,127.99,audio_features,2Oycxb8QbPkpHTo8ZrmG0B,spotify:track:2Oycxb8QbPkpHTo8ZrmG0B,https://api.spotify.com/v1/tracks/2Oycxb8QbPkpHTo8ZrmG0B,https://api.spotify.com/v1/audio-analysis/2Oycxb8QbPkpHTo8ZrmG0B,169333,4,Prisoner (feat. Dua Lipa),Miley Cyrus
250,251,136,15,2021-04-02--2021-04-09,Stereo Hearts (feat. Adam Levine),"4,992,345",Gym Class Heroes,1275345,0qOnSQQF0yzuPWsXrQ9paz,"['dance pop', 'pop rap']",2011-11-11,"2021-07-02--2021-07-09
2021-06-18--2021-06-25
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07
2021-04-23--2021-04-30
2021-04-16--2021-04-23
2021-04-09--2021-04-16
2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12",82,0.646,0.795,-3.293,0.0976,0.0319,0.267,89.99,210960,0.796,A,0.646,0.795,9,-3.293,1,0.0976,0.0319,0.0,0.267,0.796,89.99,audio_features,0qOnSQQF0yzuPWsXrQ9paz,spotify:track:0qOnSQQF0yzuPWsXrQ9paz,https://api.spotify.com/v1/tracks/0qOnSQQF0yzuPWsXrQ9paz,https://api.spotify.com/v1/audio-analysis/0qOnSQQF0yzuPWsXrQ9paz,210960,4,Stereo Hearts (feat. Adam Levine),Gym Class Heroes
251,252,32,36,2021-01-29--2021-02-05,Reloj,"4,980,155","Rauw Alejandro, Anuel AA",6080597,7r9ZhitdQBONTFOiJW5mr8,"['puerto rican pop', 'trap latino']",2020-10-22,"2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07
2021-04-23--2021-04-30
2021-04-16--2021-04-23
2021-04-09--2021-04-16
2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-25--2021-01-01
2020-12-18--2020-12-25
2020-12-11--2020-12-18
2020-12-04--2020-12-11
2020-11-27--2020-12-04
2020-11-20--2020-11-27
2020-11-13--2020-11-20
2020-11-06--2020-11-13
2020-10-30--2020-11-06",79,0.823,0.537,-2.639,0.209,0.176,0.123,175.946,231595,0.615,G#/Ab,0.823,0.537,8,-2.627,1,0.211,0.176,3.75e-06,0.124,0.608,175.965,audio_features,4loQgPwJHocL3dFwLfjb1J,spotify:track:4loQgPwJHocL3dFwLfjb1J,https://api.spotify.com/v1/tracks/4loQgPwJHocL3dFwLfjb1J,https://api.spotify.com/v1/audio-analysis/4loQgPwJHocL3dFwLfjb1J,231595,4,Reloj,"Rauw Alejandro, Anuel AA"
252,253,81,8,2021-05-21--2021-05-28,malibu,"4,973,063",sangiovanni,384097,01hEpx8jnOG4q7nDK14Rhi,[],2021-05-13,"2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21",82,0.733,0.736,-5.123,0.111,0.028,0.131,147.897,166216,0.669,G,0.733,0.736,7,-5.123,0,0.111,0.028,0.0,0.131,0.669,147.897,audio_features,01hEpx8jnOG4q7nDK14Rhi,spotify:track:01hEpx8jnOG4q7nDK14Rhi,https://api.spotify.com/v1/tracks/01hEpx8jnOG4q7nDK14Rhi,https://api.spotify.com/v1/audio-analysis/01hEpx8jnOG4q7nDK14Rhi,166216,4,malibu,sangiovanni
253,254,101,4,2021-06-11--2021-06-18,"Eladio Carrion: Bzrp Music Sessions, Vol. 40","4,965,913","Bizarrap, Eladio Carrion",3126961,1VauUM5CBX7nkLcgafQL2B,"['argentine hip hop', 'pop venezolano', 'trap argentino', 'trap latino']",2021-06-09,"2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18",81,0.783,0.524,-6.455,0.0554,0.241,0.271,117.496,164896,0.839,F,0.783,0.524,5,-6.455,0,0.0554,0.241,0.0,0.271,0.839,117.496,audio_features,1VauUM5CBX7nkLcgafQL2B,spotify:track:1VauUM5CBX7nkLcgafQL2B,https://api.spotify.com/v1/tracks/1VauUM5CBX7nkLcgafQL2B,https://api.spotify.com/v1/audio-analysis/1VauUM5CBX7nkLcgafQL2B,164896,4,"Eladio Carrion: Bzrp Music Sessions, Vol. 40","Bizarrap, Eladio Carrion"
254,255,117,27,2021-02-05--2021-02-12,Do I Wanna Know?,"4,938,586",Arctic Monkeys,12369079,5FVd6KXrgO9B3JPmC8OPst,"['garage rock', 'permanent wave', 'rock', 'sheffield indie']",2013-09-09,"2021-07-02--2021-07-09
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07
2021-04-23--2021-04-30
2021-04-16--2021-04-23
2021-04-09--2021-04-16
2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-25--2021-01-01",84,0.548,0.532,-7.596,0.0323,0.186,0.217,85.03,272394,0.405,F,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,audio_features,3rq5w4bQGigXOfdN30ATJt,spotify:track:3rq5w4bQGigXOfdN30ATJt,https://api.spotify.com/v1/tracks/3rq5w4bQGigXOfdN30ATJt,https://api.spotify.com/v1/audio-analysis/3rq5w4bQGigXOfdN30ATJt,272394,4,Do I Wanna Know?,Arctic Monkeys
255,256,43,2,2021-06-25--2021-07-02,LUMBERJACK,"11,756,283","Tyler, The Creator",6777818,0BiK5BbYNFLb88CCOxBFJe,"['hip hop', 'rap']",2021-06-25,"2021-06-25--2021-07-02
2021-06-18--2021-06-25",76,0.386,0.762,-6.341,0.564,0.122,0.527,170.691,138312,0.433,A,0.386,0.762,9,-6.341,1,0.564,0.122,0.0,0.527,0.433,170.691,audio_features,0BiK5BbYNFLb88CCOxBFJe,spotify:track:0BiK5BbYNFLb88CCOxBFJe,https://api.spotify.com/v1/tracks/0BiK5BbYNFLb88CCOxBFJe,https://api.spotify.com/v1/audio-analysis/0BiK5BbYNFLb88CCOxBFJe,138312,4,LUMBERJACK,"Tyler, The Creator"
256,257,47,1,2021-06-25--2021-07-02,LEMONHEAD (feat. 42 Dugg),"11,380,679","Tyler, The Creator",6777818,5fbHRCsGpFIOLRtlhCRFDR,"['hip hop', 'rap']",2021-06-25,2021-06-25--2021-07-02,78,0.62,0.586,-6.612,0.212,0.155,0.535,137.131,130980,0.487,C#/Db,0.62,0.586,1,-6.612,1,0.212,0.155,0.0,0.535,0.487,137.131,audio_features,5fbHRCsGpFIOLRtlhCRFDR,spotify:track:5fbHRCsGpFIOLRtlhCRFDR,https://api.spotify.com/v1/tracks/5fbHRCsGpFIOLRtlhCRFDR,https://api.spotify.com/v1/audio-analysis/5fbHRCsGpFIOLRtlhCRFDR,130980,4,LEMONHEAD (feat. 42 Dugg),"Tyler, The Creator"
257,258,59,1,2021-06-25--2021-07-02,HOT WIND BLOWS (feat. Lil Wayne),"9,889,197","Tyler, The Creator",6777818,3JJL91ilRV6fXhKqu0FGXs,"['hip hop', 'rap']",2021-06-25,2021-06-25--2021-07-02,77,0.371,0.75,-5.382,0.402,0.601,0.482,173.456,155293,0.729,G,0.371,0.75,7,-5.382,0,0.402,0.601,0.0,0.482,0.729,173.456,audio_features,3JJL91ilRV6fXhKqu0FGXs,spotify:track:3JJL91ilRV6fXhKqu0FGXs,https://api.spotify.com/v1/tracks/3JJL91ilRV6fXhKqu0FGXs,https://api.spotify.com/v1/audio-analysis/3JJL91ilRV6fXhKqu0FGXs,155293,4,HOT WIND BLOWS (feat. Lil Wayne),"Tyler, The Creator"
258,259,63,1,2021-06-25--2021-07-02,CORSO,"9,503,981","Tyler, The Creator",6777818,46oHvXwpEZOFX518we1nJD,"['hip hop', 'rap']",2021-06-25,2021-06-25--2021-07-02,77,0.703,0.845,-4.851,0.337,0.169,0.122,97.672,146482,0.745,A#/Bb,0.703,0.845,10,-4.851,0,0.337,0.169,0.0,0.122,0.745,97.672,audio_features,46oHvXwpEZOFX518we1nJD,spotify:track:46oHvXwpEZOFX518we1nJD,https://api.spotify.com/v1/tracks/46oHvXwpEZOFX518we1nJD,https://api.spotify.com/v1/audio-analysis/46oHvXwpEZOFX518we1nJD,146482,4,CORSO,"Tyler, The Creator"
259,260,69,1,2021-06-25--2021-07-02,SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues),"9,142,721","Tyler, The Creator",6777818,3EG9FJ0ToLfgnc1IG2Z1wz,"['hip hop', 'rap']",2021-06-25,2021-06-25--2021-07-02,79,0.468,0.652,-4.912,0.0722,0.333,0.55,140.223,588139,0.39,C,0.468,0.652,0,-4.912,1,0.0722,0.333,0.000318,0.55,0.39,140.223,audio_features,3EG9FJ0ToLfgnc1IG2Z1wz,spotify:track:3EG9FJ0ToLfgnc1IG2Z1wz,https://api.spotify.com/v1/tracks/3EG9FJ0ToLfgnc1IG2Z1wz,https://api.spotify.com/v1/audio-analysis/3EG9FJ0ToLfgnc1IG2Z1wz,588139,4,SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues),"Tyler, The Creator"
260,261,73,1,2021-06-25--2021-07-02,SIR BAUDELAIRE (feat. DJ Drama),"8,884,283","Tyler, The Creator",6777818,4ydmav4vl7hebadtfZtMrg,"['hip hop', 'rap']",2021-06-25,2021-06-25--2021-07-02,75,0.467,0.635,-6.115,0.154,0.314,0.844,127.596,88625,0.51,G,0.467,0.635,7,-6.115,1,0.154,0.314,4.16e-06,0.844,0.51,127.596,audio_features,4ydmav4vl7hebadtfZtMrg,spotify:track:4ydmav4vl7hebadtfZtMrg,https://api.spotify.com/v1/tracks/4ydmav4vl7hebadtfZtMrg,https://api.spotify.com/v1/audio-analysis/4ydmav4vl7hebadtfZtMrg,88625,3,SIR BAUDELAIRE (feat. DJ Drama),"Tyler, The Creator"
261,262,82,1,2021-06-25--2021-07-02,MASSA,"8,218,423","Tyler, The Creator",6777818,2goHCrsDJaflEwQ930ef0o,"['hip hop', 'rap']",2021-06-25,2021-06-25--2021-07-02,74,0.685,0.855,-6.724,0.438,0.329,0.301,157.181,223719,0.46,C#/Db,0.685,0.855,1,-6.724,0,0.438,0.329,8.9e-05,0.301,0.46,157.181,audio_features,2goHCrsDJaflEwQ930ef0o,spotify:track:2goHCrsDJaflEwQ930ef0o,https://api.spotify.com/v1/tracks/2goHCrsDJaflEwQ930ef0o,https://api.spotify.com/v1/audio-analysis/2goHCrsDJaflEwQ930ef0o,223719,4,MASSA,"Tyler, The Creator"
262,263,85,1,2021-06-25--2021-07-02,RUNITUP (feat. Teezo Touchdown),"7,917,707","Tyler, The Creator",6777818,13HsOwrwTA5HgLuoaDHncP,"['hip hop', 'rap']",2021-06-25,2021-06-25--2021-07-02,75,0.665,0.469,-7.778,0.13,0.565,0.219,115.852,229565,0.142,A#/Bb,0.665,0.469,10,-7.778,0,0.13,0.565,0.000317,0.219,0.142,115.852,audio_features,13HsOwrwTA5HgLuoaDHncP,spotify:track:13HsOwrwTA5HgLuoaDHncP,https://api.spotify.com/v1/tracks/13HsOwrwTA5HgLuoaDHncP,https://api.spotify.com/v1/audio-analysis/13HsOwrwTA5HgLuoaDHncP,229565,4,RUNITUP (feat. Teezo Touchdown),"Tyler, The Creator"
263,264,108,1,2021-06-25--2021-07-02,MANIFESTO (feat. Domo Genesis),"6,988,886","Tyler, The Creator",6777818,6qouBO0wJtYc3k7DfKRUBx,"['hip hop', 'rap']",2021-06-25,2021-06-25--2021-07-02,73,0.454,0.866,-5.348,0.391,0.121,0.167,92.463,175123,0.518,D,0.454,0.866,2,-5.348,1,0.391,0.121,0.0067,0.167,0.518,92.463,audio_features,6qouBO0wJtYc3k7DfKRUBx,spotify:track:6qouBO0wJtYc3k7DfKRUBx,https://api.spotify.com/v1/tracks/6qouBO0wJtYc3k7DfKRUBx,https://api.spotify.com/v1/audio-analysis/6qouBO0wJtYc3k7DfKRUBx,175123,4,MANIFESTO (feat. Domo Genesis),"Tyler, The Creator"
264,265,121,1,2021-06-25--2021-07-02,Get Into It (Yuh),"6,503,281",Doja Cat,8640063,0W6I02J9xcqK8MtSeosEXb,"['dance pop', 'pop']",2021-06-25,2021-06-25--2021-07-02,80,0.912,0.655,-6.029,0.162,0.315,0.0894,91.942,138293,0.793,G#/Ab,0.912,0.655,8,-6.029,0,0.162,0.315,3.39e-05,0.0894,0.793,91.942,audio_features,0W6I02J9xcqK8MtSeosEXb,spotify:track:0W6I02J9xcqK8MtSeosEXb,https://api.spotify.com/v1/tracks/0W6I02J9xcqK8MtSeosEXb,https://api.spotify.com/v1/audio-analysis/0W6I02J9xcqK8MtSeosEXb,138293,4,Get Into It (Yuh),Doja Cat
265,266,132,1,2021-06-25--2021-07-02,WILSHIRE,"6,268,542","Tyler, The Creator",6777818,1pbbsI2KGPOMu0HmuGccBu,"['hip hop', 'rap']",2021-06-25,2021-06-25--2021-07-02,73,0.555,0.712,-7.446,0.323,0.0451,0.182,78.958,515865,0.555,C#/Db,0.555,0.712,1,-7.446,1,0.323,0.0451,5.14e-06,0.182,0.555,78.958,audio_features,1pbbsI2KGPOMu0HmuGccBu,spotify:track:1pbbsI2KGPOMu0HmuGccBu,https://api.spotify.com/v1/tracks/1pbbsI2KGPOMu0HmuGccBu,https://api.spotify.com/v1/audio-analysis/1pbbsI2KGPOMu0HmuGccBu,515865,4,WILSHIRE,"Tyler, The Creator"
266,267,141,1,2021-06-25--2021-07-02,RISE! (feat. DAISY WORLD),"6,034,281","Tyler, The Creator",6777818,4Hta7Oy5W9HD0UgT1P8PPV,"['hip hop', 'rap']",2021-06-25,2021-06-25--2021-07-02,73,0.766,0.814,-3.367,0.0733,0.044,0.195,108.07,203588,0.481,D,0.766,0.814,2,-3.367,1,0.0733,0.044,1.08e-05,0.195,0.481,108.07,audio_features,4Hta7Oy5W9HD0UgT1P8PPV,spotify:track:4Hta7Oy5W9HD0UgT1P8PPV,https://api.spotify.com/v1/tracks/4Hta7Oy5W9HD0UgT1P8PPV,https://api.spotify.com/v1/audio-analysis/4Hta7Oy5W9HD0UgT1P8PPV,203588,4,RISE! (feat. DAISY WORLD),"Tyler, The Creator"
267,268,165,1,2021-06-25--2021-07-02,Naked,"5,527,865",Doja Cat,8640063,0CsR9Y9SnC6ZWmekmVqSHz,"['dance pop', 'pop']",2021-06-25,2021-06-25--2021-07-02,75,0.733,0.862,-5.736,0.197,0.374,0.131,111.076,223560,0.536,G,0.733,0.862,7,-5.736,1,0.197,0.374,0.00247,0.131,0.536,111.076,audio_features,0CsR9Y9SnC6ZWmekmVqSHz,spotify:track:0CsR9Y9SnC6ZWmekmVqSHz,https://api.spotify.com/v1/tracks/0CsR9Y9SnC6ZWmekmVqSHz,https://api.spotify.com/v1/audio-analysis/0CsR9Y9SnC6ZWmekmVqSHz,223560,4,Naked,Doja Cat
268,269,50,3,2021-06-11--2021-06-18,Having Our Way (feat. Drake),"5,424,579",Migos,11690201,2NM0qHzx4Ohy8iXHEEgwlO,"['atl hip hop', 'pop rap', 'rap', 'trap']",2021-06-11,"2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18",79,0.927,0.538,-3.917,0.116,0.0312,0.0945,125.983,278191,0.221,C#/Db,0.927,0.538,1,-3.917,1,0.116,0.0312,0.0,0.0945,0.221,125.983,audio_features,2NM0qHzx4Ohy8iXHEEgwlO,spotify:track:2NM0qHzx4Ohy8iXHEEgwlO,https://api.spotify.com/v1/tracks/2NM0qHzx4Ohy8iXHEEgwlO,https://api.spotify.com/v1/audio-analysis/2NM0qHzx4Ohy8iXHEEgwlO,278191,4,Having Our Way (feat. Drake),Migos
